Track for Fay           2008
MM/DD/Year HH:MM:SS      (deg)         (deg)
08/22/2008 18:49:43     29.203 N     82.945 W
08/22/2008 18:51:44     29.206 N     82.951 W
08/22/2008 18:53:43     29.210 N     82.957 W
08/22/2008 18:55:44     29.213 N     82.963 W
08/22/2008 18:57:43     29.217 N     82.969 W
08/22/2008 18:59:44     29.220 N     82.975 W
08/22/2008 19:01:43     29.224 N     82.981 W
08/22/2008 19:03:44     29.227 N     82.987 W
08/22/2008 19:05:43     29.231 N     82.992 W
08/22/2008 19:07:44     29.234 N     82.998 W
08/22/2008 19:09:43     29.238 N     83.004 W
08/22/2008 19:11:44     29.242 N     83.010 W
08/22/2008 19:13:43     29.245 N     83.016 W
08/22/2008 19:15:44     29.249 N     83.022 W
08/22/2008 19:17:44     29.252 N     83.028 W
08/22/2008 19:19:43     29.256 N     83.034 W
08/22/2008 19:21:44     29.259 N     83.040 W
08/22/2008 19:23:43     29.263 N     83.046 W
08/22/2008 19:25:44     29.267 N     83.052 W
08/22/2008 19:27:43     29.270 N     83.058 W
08/22/2008 19:29:44     29.274 N     83.064 W
08/22/2008 19:31:43     29.277 N     83.070 W
08/22/2008 19:33:44     29.281 N     83.076 W
08/22/2008 19:35:43     29.284 N     83.082 W
08/22/2008 19:37:44     29.288 N     83.088 W
08/22/2008 19:39:43     29.292 N     83.094 W
08/22/2008 19:41:44     29.295 N     83.100 W
08/22/2008 19:43:43     29.299 N     83.106 W
08/22/2008 19:45:44     29.302 N     83.112 W
08/22/2008 19:47:44     29.306 N     83.118 W
08/22/2008 19:49:43     29.310 N     83.124 W
08/22/2008 19:51:44     29.313 N     83.130 W
08/22/2008 19:53:43     29.317 N     83.135 W
08/22/2008 19:55:44     29.321 N     83.141 W
08/22/2008 19:57:43     29.324 N     83.147 W
08/22/2008 19:59:44     29.328 N     83.153 W
08/22/2008 20:01:43     29.331 N     83.159 W
08/22/2008 20:03:44     29.335 N     83.165 W
08/22/2008 20:05:43     29.339 N     83.171 W
08/22/2008 20:07:44     29.342 N     83.177 W
08/22/2008 20:09:43     29.346 N     83.183 W
08/22/2008 20:11:44     29.350 N     83.189 W
08/22/2008 20:13:43     29.353 N     83.195 W
08/22/2008 20:15:44     29.357 N     83.201 W
08/22/2008 20:17:44     29.360 N     83.207 W
08/22/2008 20:19:43     29.364 N     83.213 W
08/22/2008 20:21:44     29.368 N     83.219 W
08/22/2008 20:23:43     29.371 N     83.225 W
08/22/2008 20:25:44     29.375 N     83.231 W
08/22/2008 20:27:43     29.379 N     83.237 W
08/22/2008 20:29:44     29.382 N     83.243 W
08/22/2008 20:31:43     29.386 N     83.249 W
08/22/2008 20:33:44     29.390 N     83.255 W
08/22/2008 20:35:43     29.393 N     83.261 W
08/22/2008 20:37:44     29.397 N     83.267 W
08/22/2008 20:39:43     29.401 N     83.273 W
08/22/2008 20:41:44     29.404 N     83.279 W
08/22/2008 20:43:43     29.408 N     83.285 W
08/22/2008 20:45:44     29.411 N     83.291 W
08/22/2008 20:47:44     29.415 N     83.297 W
08/22/2008 20:49:43     29.419 N     83.303 W
08/22/2008 20:51:44     29.422 N     83.309 W
08/22/2008 20:53:43     29.426 N     83.315 W
08/22/2008 20:55:44     29.430 N     83.321 W
08/22/2008 20:57:43     29.433 N     83.327 W
08/22/2008 20:59:44     29.437 N     83.333 W
08/22/2008 21:01:43     29.441 N     83.339 W
08/22/2008 21:03:44     29.444 N     83.345 W
08/22/2008 21:05:43     29.448 N     83.351 W
08/22/2008 21:07:44     29.452 N     83.357 W
08/22/2008 21:09:43     29.455 N     83.363 W
08/22/2008 21:11:44     29.459 N     83.369 W
08/22/2008 21:13:43     29.463 N     83.375 W
08/22/2008 21:15:44     29.466 N     83.381 W
08/22/2008 21:17:44     29.470 N     83.387 W
08/22/2008 21:19:43     29.474 N     83.393 W
08/22/2008 21:21:44     29.477 N     83.399 W
08/22/2008 21:23:43     29.481 N     83.405 W
08/22/2008 21:25:44     29.485 N     83.411 W
08/22/2008 21:27:43     29.488 N     83.417 W
08/22/2008 21:29:44     29.492 N     83.423 W
08/22/2008 21:31:43     29.495 N     83.429 W
08/22/2008 21:33:44     29.499 N     83.435 W
08/22/2008 21:35:43     29.503 N     83.441 W
08/22/2008 21:37:44     29.506 N     83.447 W
08/22/2008 21:39:43     29.510 N     83.453 W
08/22/2008 21:41:44     29.514 N     83.459 W
08/22/2008 21:43:43     29.517 N     83.465 W
08/22/2008 21:45:44     29.521 N     83.471 W
08/22/2008 21:47:44     29.525 N     83.477 W
08/22/2008 21:49:43     29.528 N     83.483 W
08/22/2008 21:51:44     29.532 N     83.489 W
08/22/2008 21:53:43     29.536 N     83.495 W
08/22/2008 21:55:44     29.539 N     83.501 W
08/22/2008 21:57:43     29.543 N     83.507 W
08/22/2008 21:59:44     29.546 N     83.513 W
08/22/2008 22:01:43     29.550 N     83.519 W
08/22/2008 22:03:44     29.554 N     83.525 W
08/22/2008 22:05:43     29.557 N     83.531 W
08/22/2008 22:07:44     29.561 N     83.536 W
08/22/2008 22:09:43     29.565 N     83.542 W
08/22/2008 22:11:44     29.568 N     83.548 W
08/22/2008 22:13:43     29.572 N     83.554 W
08/22/2008 22:15:44     29.575 N     83.560 W
08/22/2008 22:17:44     29.579 N     83.566 W
08/22/2008 22:19:43     29.583 N     83.572 W
08/22/2008 22:21:44     29.586 N     83.578 W
08/22/2008 22:23:43     29.590 N     83.584 W
08/22/2008 22:25:44     29.593 N     83.590 W
08/22/2008 22:27:43     29.597 N     83.596 W
08/22/2008 22:29:44     29.601 N     83.602 W
08/22/2008 22:31:43     29.604 N     83.608 W
08/22/2008 22:33:44     29.608 N     83.614 W
08/22/2008 22:35:43     29.611 N     83.620 W
08/22/2008 22:37:44     29.615 N     83.626 W
08/22/2008 22:39:43     29.619 N     83.631 W
08/22/2008 22:41:44     29.622 N     83.637 W
08/22/2008 22:43:43     29.626 N     83.643 W
08/22/2008 22:45:44     29.629 N     83.649 W
08/22/2008 22:47:44     29.633 N     83.655 W
08/22/2008 22:49:43     29.637 N     83.661 W
08/22/2008 22:51:44     29.640 N     83.667 W
08/22/2008 22:53:43     29.644 N     83.673 W
08/22/2008 22:55:44     29.647 N     83.679 W
08/22/2008 22:57:43     29.651 N     83.685 W
08/22/2008 22:59:44     29.654 N     83.690 W
08/22/2008 23:01:43     29.658 N     83.696 W
08/22/2008 23:03:44     29.661 N     83.702 W
08/22/2008 23:05:43     29.665 N     83.708 W
08/22/2008 23:07:44     29.669 N     83.714 W
08/22/2008 23:09:43     29.672 N     83.720 W
08/22/2008 23:11:44     29.676 N     83.726 W
08/22/2008 23:13:43     29.679 N     83.731 W
08/22/2008 23:15:44     29.683 N     83.737 W
08/22/2008 23:17:44     29.686 N     83.743 W
08/22/2008 23:19:43     29.690 N     83.749 W
08/22/2008 23:21:44     29.693 N     83.755 W
08/22/2008 23:23:43     29.697 N     83.761 W
08/22/2008 23:25:44     29.700 N     83.767 W
08/22/2008 23:27:43     29.704 N     83.772 W
08/22/2008 23:29:44     29.707 N     83.778 W
08/22/2008 23:31:43     29.711 N     83.784 W
08/22/2008 23:33:44     29.714 N     83.790 W
08/22/2008 23:35:43     29.718 N     83.796 W
08/22/2008 23:37:44     29.721 N     83.801 W
08/22/2008 23:39:43     29.725 N     83.807 W
08/22/2008 23:41:00     29.727 N     83.811 W
08/22/2008 23:43:01     29.729 N     83.815 W
08/22/2008 23:45:00     29.730 N     83.819 W
08/22/2008 23:47:01     29.732 N     83.823 W
08/22/2008 23:49:00     29.734 N     83.827 W
08/22/2008 23:51:01     29.735 N     83.831 W
08/22/2008 23:53:00     29.737 N     83.835 W
08/22/2008 23:55:01     29.739 N     83.839 W
08/22/2008 23:57:00     29.740 N     83.843 W
08/22/2008 23:59:01     29.742 N     83.848 W
08/23/2008 00:01:00     29.744 N     83.852 W
08/23/2008 00:03:00     29.745 N     83.856 W
08/23/2008 00:05:01     29.747 N     83.860 W
08/23/2008 00:07:00     29.749 N     83.864 W
08/23/2008 00:09:01     29.750 N     83.868 W
08/23/2008 00:11:00     29.752 N     83.872 W
08/23/2008 00:13:01     29.754 N     83.876 W
08/23/2008 00:15:00     29.755 N     83.880 W
08/23/2008 00:17:01     29.757 N     83.884 W
08/23/2008 00:19:00     29.759 N     83.888 W
08/23/2008 00:21:01     29.760 N     83.892 W
08/23/2008 00:23:00     29.762 N     83.896 W
08/23/2008 00:25:01     29.764 N     83.900 W
08/23/2008 00:27:00     29.766 N     83.904 W
08/23/2008 00:29:01     29.767 N     83.908 W
08/23/2008 00:31:00     29.769 N     83.913 W
08/23/2008 00:33:00     29.771 N     83.917 W
08/23/2008 00:35:01     29.772 N     83.921 W
08/23/2008 00:37:00     29.774 N     83.925 W
08/23/2008 00:39:01     29.776 N     83.929 W
08/23/2008 00:41:00     29.777 N     83.933 W
08/23/2008 00:43:01     29.779 N     83.937 W
08/23/2008 00:45:00     29.781 N     83.941 W
08/23/2008 00:47:01     29.782 N     83.945 W
08/23/2008 00:49:00     29.784 N     83.949 W
08/23/2008 00:51:01     29.786 N     83.953 W
08/23/2008 00:53:00     29.788 N     83.957 W
08/23/2008 00:55:01     29.789 N     83.961 W
08/23/2008 00:57:00     29.791 N     83.966 W
08/23/2008 00:59:01     29.793 N     83.970 W
08/23/2008 01:01:00     29.794 N     83.974 W
08/23/2008 01:03:00     29.796 N     83.978 W
08/23/2008 01:05:01     29.798 N     83.982 W
08/23/2008 01:07:00     29.799 N     83.986 W
08/23/2008 01:09:01     29.801 N     83.990 W
08/23/2008 01:11:00     29.803 N     83.994 W
08/23/2008 01:13:01     29.805 N     83.998 W
08/23/2008 01:15:00     29.806 N     84.002 W
08/23/2008 01:17:01     29.808 N     84.006 W
08/23/2008 01:19:00     29.810 N     84.010 W
08/23/2008 01:21:01     29.811 N     84.014 W
08/23/2008 01:23:00     29.813 N     84.019 W
08/23/2008 01:25:01     29.815 N     84.023 W
08/23/2008 01:27:00     29.816 N     84.027 W
08/23/2008 01:29:01     29.818 N     84.031 W
08/23/2008 01:31:00     29.820 N     84.035 W
08/23/2008 01:33:00     29.822 N     84.039 W
08/23/2008 01:35:01     29.823 N     84.043 W
08/23/2008 01:37:00     29.825 N     84.047 W
08/23/2008 01:39:01     29.827 N     84.051 W
08/23/2008 01:41:00     29.828 N     84.055 W
08/23/2008 01:43:01     29.830 N     84.059 W
08/23/2008 01:45:00     29.832 N     84.063 W
08/23/2008 01:47:01     29.834 N     84.068 W
08/23/2008 01:49:00     29.835 N     84.072 W
08/23/2008 01:51:01     29.837 N     84.076 W
08/23/2008 01:53:00     29.839 N     84.080 W
08/23/2008 01:55:01     29.840 N     84.084 W
08/23/2008 01:57:00     29.842 N     84.088 W
08/23/2008 01:59:01     29.844 N     84.092 W
08/23/2008 02:01:00     29.846 N     84.096 W
08/23/2008 02:03:00     29.847 N     84.100 W
08/23/2008 02:05:01     29.849 N     84.104 W
08/23/2008 02:07:00     29.851 N     84.108 W
08/23/2008 02:09:01     29.852 N     84.112 W
08/23/2008 02:11:00     29.854 N     84.117 W
08/23/2008 02:13:01     29.856 N     84.121 W
08/23/2008 02:15:00     29.858 N     84.125 W
08/23/2008 02:17:01     29.859 N     84.129 W
08/23/2008 02:19:00     29.861 N     84.133 W
08/23/2008 02:21:01     29.863 N     84.137 W
08/23/2008 02:23:00     29.864 N     84.141 W
08/23/2008 02:25:01     29.866 N     84.145 W
08/23/2008 02:27:00     29.868 N     84.149 W
08/23/2008 02:29:01     29.870 N     84.153 W
08/23/2008 02:31:00     29.871 N     84.157 W
08/23/2008 02:33:00     29.873 N     84.162 W
08/23/2008 02:35:01     29.875 N     84.166 W
08/23/2008 02:37:00     29.876 N     84.170 W
08/23/2008 02:39:01     29.878 N     84.174 W
08/23/2008 02:41:00     29.880 N     84.178 W
08/23/2008 02:43:01     29.882 N     84.182 W
08/23/2008 02:45:00     29.883 N     84.186 W
08/23/2008 02:47:01     29.885 N     84.190 W
08/23/2008 02:49:00     29.887 N     84.194 W
08/23/2008 02:51:01     29.888 N     84.198 W
08/23/2008 02:53:00     29.890 N     84.202 W
08/23/2008 02:55:01     29.892 N     84.207 W
08/23/2008 02:57:00     29.894 N     84.211 W
08/23/2008 02:59:01     29.895 N     84.215 W
08/23/2008 03:01:00     29.897 N     84.219 W
08/23/2008 03:03:00     29.899 N     84.223 W
08/23/2008 03:05:01     29.900 N     84.227 W
08/23/2008 03:07:00     29.902 N     84.231 W
08/23/2008 03:09:01     29.904 N     84.235 W
08/23/2008 03:11:00     29.906 N     84.239 W
08/23/2008 03:13:01     29.907 N     84.243 W
08/23/2008 03:15:00     29.909 N     84.247 W
08/23/2008 03:17:01     29.911 N     84.251 W
08/23/2008 03:19:00     29.912 N     84.256 W
08/23/2008 03:21:01     29.914 N     84.260 W
08/23/2008 03:23:00     29.916 N     84.264 W
08/23/2008 03:25:01     29.918 N     84.268 W
08/23/2008 03:27:00     29.919 N     84.272 W
08/23/2008 03:29:01     29.921 N     84.276 W
08/23/2008 03:31:00     29.923 N     84.280 W
08/23/2008 03:33:00     29.924 N     84.284 W
08/23/2008 03:35:01     29.926 N     84.288 W
08/23/2008 03:37:00     29.928 N     84.292 W
08/23/2008 03:39:01     29.930 N     84.296 W
08/23/2008 03:41:00     29.931 N     84.301 W
08/23/2008 03:43:01     29.933 N     84.305 W
08/23/2008 03:45:00     29.935 N     84.309 W
08/23/2008 03:47:01     29.936 N     84.313 W
08/23/2008 03:49:00     29.938 N     84.317 W
08/23/2008 03:51:01     29.940 N     84.321 W
08/23/2008 03:53:00     29.941 N     84.325 W
08/23/2008 03:55:01     29.943 N     84.329 W
08/23/2008 03:57:00     29.945 N     84.333 W
08/23/2008 03:59:01     29.947 N     84.337 W
08/23/2008 04:01:00     29.948 N     84.341 W
08/23/2008 04:03:00     29.950 N     84.345 W
08/23/2008 04:05:01     29.952 N     84.350 W
08/23/2008 04:07:00     29.953 N     84.354 W
08/23/2008 04:09:01     29.955 N     84.358 W
08/23/2008 04:11:00     29.957 N     84.362 W
08/23/2008 04:13:01     29.959 N     84.366 W
08/23/2008 04:15:00     29.960 N     84.370 W
08/23/2008 04:17:01     29.962 N     84.374 W
08/23/2008 04:19:00     29.964 N     84.378 W
08/23/2008 04:21:01     29.965 N     84.382 W
08/23/2008 04:23:00     29.967 N     84.386 W
08/23/2008 04:25:01     29.969 N     84.390 W
08/23/2008 04:27:00     29.970 N     84.395 W
08/23/2008 04:29:01     29.972 N     84.399 W
08/23/2008 04:31:00     29.974 N     84.403 W
08/23/2008 04:33:00     29.976 N     84.407 W
08/23/2008 04:35:01     29.977 N     84.411 W
08/23/2008 04:37:00     29.979 N     84.415 W
08/23/2008 04:39:01     29.981 N     84.419 W
08/23/2008 04:41:00     29.982 N     84.423 W
08/23/2008 04:43:01     29.984 N     84.427 W
08/23/2008 04:45:00     29.986 N     84.431 W
08/23/2008 04:47:01     29.987 N     84.435 W
08/23/2008 04:49:00     29.989 N     84.439 W
08/23/2008 04:51:01     29.991 N     84.443 W
08/23/2008 04:53:00     29.993 N     84.448 W
08/23/2008 04:55:01     29.994 N     84.452 W
08/23/2008 04:57:00     29.996 N     84.456 W
08/23/2008 04:59:01     29.998 N     84.460 W
08/23/2008 05:01:00     29.999 N     84.464 W
08/23/2008 05:03:00     30.001 N     84.468 W
08/23/2008 05:05:01     30.003 N     84.472 W
08/23/2008 05:07:00     30.004 N     84.476 W
08/23/2008 05:09:01     30.006 N     84.480 W
08/23/2008 05:11:00     30.008 N     84.484 W
08/23/2008 05:13:01     30.009 N     84.488 W
08/23/2008 05:15:00     30.011 N     84.492 W
08/23/2008 05:17:01     30.013 N     84.496 W
08/23/2008 05:19:00     30.014 N     84.501 W
08/23/2008 05:21:01     30.016 N     84.505 W
08/23/2008 05:23:00     30.018 N     84.509 W
08/23/2008 05:25:01     30.019 N     84.513 W
08/23/2008 05:27:00     30.021 N     84.517 W
08/23/2008 05:29:01     30.023 N     84.521 W
08/23/2008 05:31:00     30.024 N     84.525 W
08/23/2008 05:33:00     30.026 N     84.529 W
08/23/2008 05:35:01     30.028 N     84.533 W
08/23/2008 05:37:00     30.030 N     84.537 W
08/23/2008 05:39:01     30.031 N     84.541 W
08/23/2008 05:41:00     30.033 N     84.545 W
08/23/2008 05:43:01     30.035 N     84.549 W
08/23/2008 05:45:00     30.036 N     84.553 W
08/23/2008 05:47:01     30.038 N     84.558 W
08/23/2008 05:49:00     30.040 N     84.562 W
08/23/2008 05:51:01     30.041 N     84.566 W
08/23/2008 05:53:00     30.043 N     84.570 W
08/23/2008 05:55:01     30.045 N     84.574 W
08/23/2008 05:57:00     30.046 N     84.578 W
08/23/2008 05:59:01     30.048 N     84.582 W
08/23/2008 06:01:00     30.049 N     84.586 W
08/23/2008 06:03:00     30.051 N     84.590 W
08/23/2008 06:05:01     30.053 N     84.594 W
08/23/2008 06:07:00     30.054 N     84.598 W
08/23/2008 06:09:01     30.056 N     84.602 W
08/23/2008 06:11:00     30.058 N     84.606 W
08/23/2008 06:13:01     30.059 N     84.610 W
08/23/2008 06:15:00     30.061 N     84.614 W
08/23/2008 06:17:01     30.063 N     84.618 W
08/23/2008 06:19:00     30.064 N     84.622 W
08/23/2008 06:21:01     30.066 N     84.627 W
08/23/2008 06:23:00     30.068 N     84.631 W
08/23/2008 06:25:01     30.069 N     84.635 W
08/23/2008 06:27:00     30.071 N     84.639 W
08/23/2008 06:29:01     30.073 N     84.643 W
08/23/2008 06:31:00     30.074 N     84.647 W
08/23/2008 06:33:00     30.076 N     84.651 W
08/23/2008 06:35:01     30.078 N     84.655 W
08/23/2008 06:37:00     30.079 N     84.659 W
08/23/2008 06:39:01     30.081 N     84.663 W
08/23/2008 06:41:00     30.082 N     84.667 W
08/23/2008 06:43:01     30.084 N     84.671 W
08/23/2008 06:45:00     30.086 N     84.675 W
08/23/2008 06:47:01     30.087 N     84.679 W
08/23/2008 06:49:00     30.089 N     84.683 W
08/23/2008 06:51:01     30.091 N     84.687 W
08/23/2008 06:53:00     30.092 N     84.691 W
08/23/2008 06:55:01     30.094 N     84.695 W
08/23/2008 06:57:00     30.095 N     84.699 W
08/23/2008 06:59:01     30.097 N     84.703 W
08/23/2008 07:01:00     30.099 N     84.708 W
08/23/2008 07:03:00     30.100 N     84.712 W
08/23/2008 07:05:01     30.102 N     84.716 W
08/23/2008 07:07:00     30.104 N     84.720 W
08/23/2008 07:09:01     30.105 N     84.724 W
08/23/2008 07:11:00     30.107 N     84.728 W
08/23/2008 07:13:01     30.108 N     84.732 W
08/23/2008 07:15:00     30.110 N     84.736 W
08/23/2008 07:17:01     30.112 N     84.740 W
08/23/2008 07:19:00     30.113 N     84.744 W
08/23/2008 07:21:01     30.115 N     84.748 W
08/23/2008 07:23:00     30.116 N     84.752 W
08/23/2008 07:25:01     30.118 N     84.756 W
08/23/2008 07:27:00     30.120 N     84.760 W
08/23/2008 07:29:01     30.121 N     84.764 W
08/23/2008 07:31:00     30.123 N     84.768 W
08/23/2008 07:33:00     30.124 N     84.772 W
08/23/2008 07:35:01     30.126 N     84.776 W
08/23/2008 07:37:00     30.128 N     84.780 W
08/23/2008 07:39:01     30.129 N     84.784 W
08/23/2008 07:41:00     30.131 N     84.788 W
08/23/2008 07:43:01     30.132 N     84.792 W
08/23/2008 07:45:00     30.134 N     84.796 W
08/23/2008 07:47:01     30.136 N     84.800 W
08/23/2008 07:49:00     30.137 N     84.804 W
08/23/2008 07:51:01     30.139 N     84.808 W
08/23/2008 07:53:00     30.140 N     84.812 W
08/23/2008 07:55:01     30.142 N     84.816 W
08/23/2008 07:57:00     30.143 N     84.820 W
08/23/2008 07:59:01     30.145 N     84.824 W
08/23/2008 08:01:00     30.147 N     84.828 W
08/23/2008 08:03:00     30.148 N     84.832 W
08/23/2008 08:05:01     30.150 N     84.836 W
08/23/2008 08:07:00     30.151 N     84.840 W
08/23/2008 08:09:01     30.153 N     84.844 W
08/23/2008 08:11:00     30.154 N     84.848 W
08/23/2008 08:13:01     30.156 N     84.852 W
08/23/2008 08:15:00     30.158 N     84.857 W
08/23/2008 08:17:01     30.159 N     84.861 W
08/23/2008 08:19:00     30.161 N     84.865 W
08/23/2008 08:21:01     30.162 N     84.869 W
08/23/2008 08:23:00     30.164 N     84.873 W
08/23/2008 08:25:01     30.165 N     84.877 W
08/23/2008 08:27:00     30.167 N     84.881 W
08/23/2008 08:29:01     30.169 N     84.885 W
08/23/2008 08:31:00     30.170 N     84.889 W
08/23/2008 08:33:00     30.172 N     84.893 W
08/23/2008 08:35:01     30.173 N     84.897 W
08/23/2008 08:37:00     30.175 N     84.901 W
08/23/2008 08:39:01     30.176 N     84.905 W
08/23/2008 08:41:00     30.178 N     84.909 W
08/23/2008 08:43:01     30.179 N     84.913 W
08/23/2008 08:45:00     30.181 N     84.917 W
08/23/2008 08:47:01     30.183 N     84.921 W
08/23/2008 08:49:00     30.184 N     84.925 W
08/23/2008 08:51:01     30.186 N     84.929 W
08/23/2008 08:53:00     30.187 N     84.933 W
08/23/2008 08:55:01     30.189 N     84.937 W
08/23/2008 08:57:00     30.190 N     84.941 W
08/23/2008 08:59:01     30.192 N     84.945 W
08/23/2008 09:01:00     30.193 N     84.949 W
08/23/2008 09:03:00     30.195 N     84.953 W
08/23/2008 09:05:01     30.196 N     84.957 W
08/23/2008 09:07:00     30.198 N     84.961 W
08/23/2008 09:09:01     30.199 N     84.965 W
08/23/2008 09:11:00     30.201 N     84.969 W
08/23/2008 09:13:01     30.203 N     84.973 W
08/23/2008 09:15:00     30.204 N     84.977 W
08/23/2008 09:17:01     30.206 N     84.981 W
08/23/2008 09:19:00     30.207 N     84.985 W
08/23/2008 09:21:01     30.209 N     84.989 W
08/23/2008 09:23:00     30.210 N     84.993 W
08/23/2008 09:25:01     30.212 N     84.997 W
08/23/2008 09:27:00     30.213 N     85.001 W
08/23/2008 09:29:01     30.215 N     85.005 W
08/23/2008 09:31:00     30.216 N     85.009 W
08/23/2008 09:33:00     30.218 N     85.013 W
08/23/2008 09:35:01     30.219 N     85.016 W
08/23/2008 09:37:00     30.221 N     85.020 W
08/23/2008 09:39:01     30.222 N     85.024 W
08/23/2008 09:41:00     30.224 N     85.028 W
08/23/2008 09:43:01     30.225 N     85.032 W
08/23/2008 09:45:00     30.227 N     85.036 W
08/23/2008 09:47:01     30.228 N     85.040 W
08/23/2008 09:49:00     30.230 N     85.044 W
08/23/2008 09:51:01     30.231 N     85.048 W
08/23/2008 09:53:00     30.233 N     85.052 W
08/23/2008 09:55:01     30.234 N     85.056 W
08/23/2008 09:57:00     30.236 N     85.060 W
08/23/2008 09:59:01     30.237 N     85.064 W
08/23/2008 10:01:00     30.239 N     85.068 W
08/23/2008 10:03:00     30.240 N     85.072 W
08/23/2008 10:05:01     30.242 N     85.076 W
08/23/2008 10:07:00     30.243 N     85.080 W
08/23/2008 10:09:01     30.245 N     85.084 W
08/23/2008 10:11:00     30.246 N     85.088 W
08/23/2008 10:13:01     30.248 N     85.092 W
08/23/2008 10:15:00     30.249 N     85.096 W
08/23/2008 10:17:01     30.251 N     85.100 W
08/23/2008 10:19:00     30.252 N     85.104 W
08/23/2008 10:21:01     30.254 N     85.108 W
08/23/2008 10:23:00     30.255 N     85.112 W
08/23/2008 10:25:01     30.257 N     85.116 W
08/23/2008 10:27:00     30.258 N     85.120 W
08/23/2008 10:29:01     30.260 N     85.124 W
08/23/2008 10:31:00     30.261 N     85.128 W
08/23/2008 10:33:00     30.263 N     85.132 W
08/23/2008 10:35:01     30.264 N     85.136 W
08/23/2008 10:37:00     30.266 N     85.140 W
08/23/2008 10:39:01     30.267 N     85.144 W
08/23/2008 10:41:00     30.269 N     85.148 W
08/23/2008 10:43:01     30.270 N     85.152 W
08/23/2008 10:45:00     30.272 N     85.156 W
08/23/2008 10:47:01     30.273 N     85.160 W
08/23/2008 10:49:00     30.275 N     85.164 W
08/23/2008 10:51:01     30.276 N     85.168 W
08/23/2008 10:53:00     30.278 N     85.171 W
08/23/2008 10:55:01     30.279 N     85.175 W
08/23/2008 10:57:00     30.281 N     85.179 W
08/23/2008 10:59:01     30.282 N     85.183 W
08/23/2008 11:01:00     30.283 N     85.187 W
08/23/2008 11:03:00     30.285 N     85.191 W
08/23/2008 11:05:01     30.286 N     85.195 W
08/23/2008 11:07:00     30.288 N     85.199 W
08/23/2008 11:09:01     30.289 N     85.203 W
08/23/2008 11:11:00     30.291 N     85.207 W
08/23/2008 11:13:01     30.292 N     85.211 W
08/23/2008 11:15:00     30.294 N     85.215 W
08/23/2008 11:17:01     30.295 N     85.219 W
08/23/2008 11:19:00     30.297 N     85.223 W
08/23/2008 11:21:01     30.298 N     85.227 W
08/23/2008 11:23:00     30.300 N     85.231 W
08/23/2008 11:25:01     30.301 N     85.235 W
08/23/2008 11:27:00     30.302 N     85.239 W
08/23/2008 11:29:01     30.304 N     85.243 W
08/23/2008 11:31:00     30.305 N     85.247 W
08/23/2008 11:33:00     30.307 N     85.251 W
08/23/2008 11:35:01     30.308 N     85.255 W
08/23/2008 11:37:00     30.310 N     85.258 W
08/23/2008 11:39:01     30.311 N     85.262 W
08/23/2008 11:41:00     30.313 N     85.266 W
08/23/2008 11:43:01     30.314 N     85.270 W
08/23/2008 11:45:00     30.315 N     85.274 W
08/23/2008 11:47:01     30.317 N     85.278 W
08/23/2008 11:49:00     30.318 N     85.282 W
08/23/2008 11:51:01     30.320 N     85.286 W
08/23/2008 11:53:00     30.321 N     85.290 W
08/23/2008 11:55:01     30.323 N     85.294 W
08/23/2008 11:57:00     30.324 N     85.298 W
08/23/2008 11:59:01     30.326 N     85.302 W
08/23/2008 12:01:00     30.327 N     85.306 W
08/23/2008 12:03:00     30.328 N     85.310 W
08/23/2008 12:05:01     30.330 N     85.314 W
08/23/2008 12:07:00     30.331 N     85.318 W
08/23/2008 12:09:01     30.333 N     85.322 W
08/23/2008 12:11:00     30.334 N     85.326 W
08/23/2008 12:13:01     30.336 N     85.329 W
08/23/2008 12:15:00     30.337 N     85.333 W
08/23/2008 12:17:01     30.338 N     85.337 W
08/23/2008 12:19:00     30.340 N     85.341 W
08/23/2008 12:21:01     30.341 N     85.345 W
08/23/2008 12:23:00     30.343 N     85.349 W
08/23/2008 12:25:01     30.344 N     85.353 W
08/23/2008 12:27:00     30.346 N     85.357 W
08/23/2008 12:29:01     30.347 N     85.361 W
08/23/2008 12:31:00     30.348 N     85.365 W
08/23/2008 12:33:00     30.350 N     85.369 W
08/23/2008 12:35:01     30.351 N     85.373 W
08/23/2008 12:37:00     30.353 N     85.377 W
08/23/2008 12:39:01     30.354 N     85.381 W
08/23/2008 12:41:00     30.356 N     85.385 W
08/23/2008 12:43:01     30.357 N     85.389 W
08/23/2008 12:45:00     30.358 N     85.392 W
08/23/2008 12:47:01     30.360 N     85.396 W
08/23/2008 12:49:00     30.361 N     85.400 W
08/23/2008 12:51:01     30.363 N     85.404 W
08/23/2008 12:53:00     30.364 N     85.408 W
08/23/2008 12:55:01     30.365 N     85.412 W
08/23/2008 12:57:00     30.367 N     85.416 W
08/23/2008 12:59:01     30.368 N     85.420 W
08/23/2008 13:01:00     30.370 N     85.424 W
08/23/2008 13:03:00     30.371 N     85.428 W
08/23/2008 13:05:01     30.372 N     85.432 W
08/23/2008 13:07:00     30.374 N     85.436 W
08/23/2008 13:09:01     30.375 N     85.440 W
08/23/2008 13:11:00     30.377 N     85.444 W
08/23/2008 13:13:01     30.378 N     85.447 W
08/23/2008 13:15:00     30.379 N     85.451 W
08/23/2008 13:17:01     30.381 N     85.455 W
08/23/2008 13:19:00     30.382 N     85.459 W
08/23/2008 13:21:01     30.384 N     85.463 W
08/23/2008 13:23:00     30.385 N     85.467 W
